0,0.159210605,6,2775.125
1,0.111832649,6,2701.125
2,0.111140576,6,5402.25
3,0.041668685,1,1332.25
4,0.120906822,7,1665.3125
5,0.110322069,6,3780.75
6,0.04195358,1,918.75
7,0.124117963,7,306.25
8,0.121670792,7,229.6875
9,0.119302955,7,306.25
10,0.117587809,7,306.25
11,0.111381699,6,459.375
12,0.113316439,6,459.375
13,0.032980893,1,918.75
14,0.12225462,7,153.125
15,0.036549656,1,1225
16,0.119957744,7,306.25
17,0.118996356,7,229.6875
18,0.119390575,7,306.25
19,0.115841845,7,306.25
20,0.110513312,6,459.375
21,0.112564962,6,459.375
22,0.032141014,1,1225
23,0.123160703,7,306.25
24,0.036430816,1,1378.125
25,0.119912341,7,306.25
26,0.12100104,7,229.6875
27,0.118673041,7,306.25
28,0.115444414,7,306.25
29,0.112411361,6,459.375
30,0.112689351,6,459.375
31,0.032239539,1,1378.125
32,0.124929969,7,306.25
33,0.038307585,1,1378.125
34,0.125132873,7,433.5
35,0.1213562,7,306.25
36,0.116973054,6,459.375
37,0.12122097,7,108.375
38,0.039701278,1,325.125
39,0.035214719,1,867
40,0.122324985,7,216.75
41,0.117387045,7,144.5
42,0.189414873,37,144.5
43,0.184809931,37,216.75
44,0.114351734,7,144.5
45,0.183330046,37,144.5
46,0.180774334,37,144.5
47,0.18141341,37,144.5
48,0.189677972,37,216.75
49,0.031005527,1,867
50,0.122257248,7,216.75
51,0.037305757,1,867
52,0.120579189,7,216.75
53,0.11680484,7,180.625
54,0.187405846,37,180.625
55,0.184446335,37,216.75
56,0.114828755,7,180.625
57,0.1819474,37,180.625
58,0.182746733,37,180.625
59,0.186773212,37,180.625
60,0.119075517,7,216.75
61,0.032538443,1,867
62,0.122962969,7,216.75
63,0.037520875,1,867
64,0.120360073,7,216.75
65,0.118493747,7,180.625
66,0.188143166,37,180.625
67,0.18712247,37,216.75
68,0.114439768,7,180.625
69,0.182665265,37,180.625
70,0.182904932,37,180.625
71,0.18629618,37,180.625
72,0.119214647,7,216.75
73,0.032592497,1,867
74,0.123272128,7,216.75
75,0.037866541,1,867
76,0.121754276,7,216.75
77,0.118003779,7,216.75
78,0.187712658,37,216.75
79,0.185563008,37,216.75
80,0.114613194,7,216.75
81,0.1823097,37,216.75
82,0.182437283,37,216.75
83,0.18455527,37,216.75
84,0.192452635,37,216.75
85,0.03177687,1,867
86,0.123464198,7,216.75
87,0.037944083,1,867
88,0.123079033,7,216.75
89,0.121717143,7,80
90,0.119148543,7,216.75
91,0.190614768,37,216.75
92,0.191034019,37,216.75
93,0.121952192,7,48
94,0.039263688,1,192
95,0.036510476,1,320
96,0.125276489,7,80
97,0.12274011,7,96
98,0.122717107,7,96
99,0.124177526,7,96
100,0.038163817,1,192
101,0.123192081,7,112
102,0.124023593,6,96
103,0.123179392,7,96
104,0.124609365,7,96
105,0.038881511,1,192
106,0.034399088,1,320
107,0.126797419,7,48
108,0.036987249,1,512
109,0.12478948,7,80
110,0.124372513,7,96
111,0.123132151,7,96
112,0.123983703,7,96
113,0.039256879,1,192
114,0.125438261,7,112
115,0.125775379,6,96
116,0.125731149,7,96
117,0.125108244,7,96
118,0.038842078,1,192
119,0.033614984,1,512
120,0.126560916,7,48
121,0.039500278,1,512
122,0.041493767,1,8
123,1.635653555,2,3.90625